,category,lat,long,name
56,police,41.668968254505295,-70.24545110287073,Yarmouth Police Department
57,police,42.17209,-71.067201,Randolph Police Academy
58,police,42.23121666967269,-70.88598216536215,Hingham Police Department
59,police,42.17055019562738,-71.01231711460194,Norfolk County Sheriff's Office - Braintree
60,police,42.2993746804382,-71.06076571849685,Boston Gun and Rifle Association
61,police,42.051236,-72.121124,sturbridge weigh station
62,police,42.398347279360166,-72.51552309604921,UMass Police Station
63,police,42.64699010715827,-71.31338408976926,Lowell Police Department
64,police,42.41589552876795,-71.11019633709955,Medford Police Department
65,police,42.36235095347394,-71.06012734066066,Area A-1 Boston Police Station
66,police,42.2280984002311,-71.22098635613474,Westwood Police Department
67,police,42.2037784217414,-72.60901023461446,Holyoke Police Department
68,police,42.371306,-71.038945,Boston Police A-7
69,police,42.13569825187624,-71.43253668793093,Medway Police
70,police,42.33015741381226,-71.08408903913472,Boston Police District B-2
71,police,42.36926572155176,-71.07328352619983,Mass State Police H1
72,police,41.933649175713356,-70.65712254223718,Plymouth Police Department
73,police,42.09068323577139,-71.41227638296168,Franklin Police Department
74,police,42.35554803814355,-71.10448200647974,MIT Police (Building W89)
75,police,42.379193038888175,-71.09231645010516,Somerville Police Station
76,police,42.33821060177817,-71.06356296237271,Boston Transportation Department
77,police,42.574122102561766,-71.07767076153954,North Reading Police Department
78,police,42.44254964139236,-71.45530885331429,Mass State Police Forensic Lab
79,police,42.68166246676217,-72.0491150021553,Winchendon Police Department
80,police,41.74375814557254,-70.58789517516783,State Police Bourne
81,police,41.65826777110478,-70.98946442736631,Massachusetts State Police
82,police,42.77591509937773,-71.0791815225468,Haverhill Police Department
83,police,42.462568141333705,-71.28418922424316,"Hanscom AFB, 66 SFS"
84,police,42.33935523183901,-71.06931209564209,Boston Police D-4
85,police,42.364145903296595,-71.43904142340843,Mass State Police Crime Lab
86,police,42.137430495178414,-71.97115810918777,Charlton Police Station
87,police,42.45005340040425,-73.25134812761378,Pittsfield Police Department
88,police,42.35480835674203,-72.63901538018756,Massachusetts State Police
89,police,42.37658142577065,-70.98408949370778,Town Of Winthrop Police Department
90,police,42.02723461158575,-71.58166707680562,Millville Police Department
91,police,42.369676364516046,-71.11250001174339,Harvard University Police Department
92,police,42.51614657693481,-70.89676207248847,Salem Police Department
93,police,42.28437854272719,-71.0906929114492,Boston Police B-3
94,police,42.645387,-70.629372,Rockport Police Department
95,police,42.11994231380221,-72.58496419734115,Massachusetts State Police
96,police,41.93180691124688,-70.65452023079597,Plymouth County Sheriff's Department
97,police,42.298269353647356,-71.05944833768879,Boston Police C-11
98,police,42.464192242201065,-71.006749655218,Saugus Police Dept
99,police,42.309811,-72.134812,Massachusetts State Police Academy
100,police,42.598576294745286,-71.02046472579765,Middleton Police Department
101,police,42.30659129723879,-71.52793818458643,Southborough Police Dept.
102,police,42.49655587917531,-70.85948938762408,Marblehead Police Dept
103,police,42.57515187611889,-70.7848854509932,Manchester By-The-Sea Police Station
104,police,42.336828,-71.168311,BC Police Department
105,police,42.32960799130962,-71.75521731376648,Boylston Regional Police Academy
106,police,42.83449275489078,-71.00080032038584,Merrimac Police & Fire Station
107,police,42.30034411896628,-71.28815733394147,Wellesley Police Department
108,police,42.3338030107171,-71.12115713206595,Brookline Police Department
109,police,42.13566632123487,-72.04020487812201,Charlton State Police Barracks
110,police,42.28016064522527,-71.41747922344985,Framingham Police Department
111,police,42.70672607421875,-70.91615295410156,Rowley police station
112,police,41.74444198373781,-70.08017064912652,Brewster Police Department
113,police,42.61319410586054,-71.235768207019,Tewksbury Police Headquarters
114,police,42.04576257243023,-71.89373533478395,Dudley Police Station
115,police,42.07983151710573,-71.38569326347044,Baystate Correctional Center
116,police,42.3646200882209,-71.30414508341877,Weston state police
117,police,42.535887884712544,-71.74253961229583,Massachusetts State Police
118,police,42.278168719289354,-71.23675671656504,Needham Police
119,police,42.333781249610304,-71.06860607779639,Suffolk County House Of Correction
120,police,42.396391332148134,-71.17614464031342,Belmont Police Station
121,police,42.2870909286155,-71.14841124974615,Boston Police E-5
122,police,42.08710701240364,-71.47397974092868,Bellingham Police Department
123,police,42.37714558226755,-70.98443195912758,Winthrop Police Station
124,police,42.200916153430434,-70.95030196025678,Weymouth Police Department
125,police,42.37220324300679,-71.19966650094162,Watertown Police Station
126,police,41.69713784875029,-71.14424527112214,Fall River Police Department
127,police,41.986542164691976,-70.9624265413677,Bridgewater State University Police Department
128,police,42.367290374307494,-71.08574633658316,Cambridge Police Department
129,police,42.36625928885832,-71.06837974828834,Mass State Police Barracks
130,police,42.555156226391304,-70.94343862509174,Danvers Police Dept.
131,police,42.34964354569239,-71.15046784926804,Boston Police D-14
132,police,42.30529518573458,-73.249199803681,Police Station
133,police,42.28792993652657,-71.63207487380667,State Environmental Police Inhand Headquarters
134,police,42.3131444723381,-72.63935644613468,Smith College Police Department
135,police,42.35236061514994,-71.11846971063872,Boston University Police Station
136,police,42.07822597409723,-72.65146471023317,Agawam Police Headquarters
137,police,42.466498017311096,-71.3934999704361,Massachusetts State Police Barracks
138,police,42.291517245614585,-71.7184871700883,Shrewsbury Police Station
139,police,42.401854443160026,-70.99979137685183,Revere Police Station
140,police,42.271060799335295,-71.79848321955498,Worcester Police Department
141,police,42.16118780132147,-71.04324757029231,Randolph Police Department
142,police,42.50647111273869,-71.58428486070476,Harvard Police Station
143,police,42.32249993038459,-71.04892654974701,"Mass State Police, S.Boston"
144,police,42.2482306683903,-71.17384833100417,Dedham Police Headquarters
145,police,41.63171696111309,-70.93579910350567,Ash Street Jail
146,police,42.81152129173279,-70.87171912193298,Newburyport Police Department
147,police,41.70351855920552,-70.15544741916698,Dennis Police Department
148,police,42.7305251,-71.19131873333333,Methuen Police Department
149,police,42.612953856740745,-70.66122928646769,Gloucester Police Department
150,police,41.681495904922485,-70.93410193920135,Station #3
151,police,42.523968854421746,-70.94090490419833,Peabody Police Department
152,police,42.295688507605874,-71.41506873291048,Massachusetts State Police HQ
153,police,41.75152701,-71.23068695,Swansea Police
154,police,41.89349259381646,-70.90756416320801,Middleborough Police Station
155,police,42.45294044,-72.58490465,Sunderland Safety Complex
156,police,42.285034705932816,-71.34495621658236,Natick Police Department
157,police,42.50557835,-71.19267496666667,Burlington Police Department
158,police,42.25602716305459,-70.99602699697884,Quincy Police Station
159,police,42.12542779625076,-71.04406546809543,Avon Police/Fire Dept.
160,police,41.67603718573971,-70.31290373698742,Barnstable Police Station
161,police,42.65789,-71.14258,Andover Police Dept
162,police,42.17426996650431,-71.13442777827707,Canton Police
163,police,41.98749629325805,-70.98612932436927,Bridgewater Police Department
164,police,42.537619305861526,-71.04759693145752,Lynnfield Police Department
165,police,42.18603474973802,-72.34701933837258,Palmer Police Department
166,police,42.72851161371706,-71.11164378323575,North Andover Police Dept.
167,police,42.296876530074016,-71.43806774153555,Campus Police (Framingham State University)
168,police,42.33375337512303,-71.12118760133355,Brookline Fire/Police Headquarters
169,police,42.33528821957699,-71.07022520061838,Medical Examiner
170,police,42.19252149660622,-71.19557425334011,Town of Norwood Public Safety
171,police,42.25522971904705,-70.99643548638409,Quincy PD
172,police,42.36230711943079,-71.05830505663901,FBI Boston Headquarters
173,police,42.359844370029016,-71.06136347138701,Suffolk County Superior Court
174,police,42.293321243686286,-71.82851827547222,Assumption College Campus Police
175,police,42.408650631806815,-71.1179923547494,Dowling Hall
176,fire,42.30363253253847,-71.33191941067456,Natick Fire - Station 3
177,fire,42.36559290873795,-71.05302639258554,Boston Fire Station Engine 8 & Ladder 1
178,fire,41.64232178710991,-70.87777018547058,"Fire Spec Sprinkler Supply Company, Inc."
179,fire,42.3846869608764,-71.11162960725864,Somerville Fire Department
180,fire,42.022258952917866,-70.07411072032932,Truro FD
181,fire,41.72934293456756,-71.19946702162379,"Swansea Fire Department, Station Number 2"
182,fire,42.20720581919126,-71.00383594277098,Braintree Fire Department
183,fire,42.36311429858204,-71.1002445432351,Lafayette Sq Fire House
184,fire,41.6937669,-70.61420023441315,Bourne Fire Station 4
185,fire,42.4280668892696,-71.06425608240058,Malden Fire District 1
186,fire,41.94199188721119,-70.02480010375714,Wellfleet Fire Department
187,fire,42.359864,-71.139044,BFD Hazmat Training Facility
188,fire,42.33956996372034,-71.05066762537562,Ladder 18
189,fire,42.38015925558741,-71.14113526415352,Cambridge Fire Engine 9
190,fire,42.02109532225418,-71.12157798223491,Easton Fire Department Station 3
191,fire,42.39224954661153,-71.11232012830443,Somerville Fire Engine 7
192,fire,42.34447479794245,-71.09084959252623,Boston Fire Alarm Office
193,fire,41.893388238206775,-70.90691747009554,Middleboro Fire Department - Central Station
194,fire,42.248758304821365,-71.15537134737119,Dedham EMS
195,fire,42.16332389844767,-71.04250073432922,Randolph Fire Department
196,fire,42.066322718324415,-72.61695617221525,Agawam Fire Headquarters
197,fire,42.05396894092566,-71.86275848673675,Webstet EMS
198,fire,42.4337324155747,-71.20965759243352,East Lexington Station
199,fire,42.28441126215068,-71.34453867475249,Natick Fire Department
200,fire,42.32665689627344,-71.1480348758545,Brookline Fire Station 4
201,fire,42.57221260604903,-71.7788972913901,Fitchburg Fire Summer Street
202,fire,42.39891199488237,-72.51529014025492,North Fire Station
203,fire,42.673557639201384,-71.60006655785617,Pepperell Fire Department
204,fire,42.1631176,-70.86665227,Norwell Fire Department HQ
205,fire,42.52028424673089,-70.89354709033145,Salem Fire Department
206,fire,42.313262313953686,-71.27491283300778,Wellesley Fire Department Station Two
207,fire,42.33876395116431,-71.13340655944518,Station # 7
208,fire,41.82366907596588,-70.55045485496521,PFD Station 6
209,fire,41.685918993197234,-69.9623722659377,Chatham Fire Rescue
210,fire,42.39397430419922,-72.7315673828125,Williamsburg Fire Department HQ
211,fire,41.64005622764596,-70.89250786433207,Fairhaven Fire Department
212,fire,42.38428356403775,-71.12991350707901,"Taylor Sq Firehouse (E8,L4,Div. 2)"
213,fire,42.27035109871294,-71.61556603668375,Westborough Fire Headquarters
214,fire,42.332312876580296,-71.19355533583209,Newton Fire Department: Station #3
215,fire,42.72628496734142,-71.19089823884536,Central Fire Station
216,fire,42.063354,-71.329751,Wrentham Fire Department
217,fire,42.351353,-71.168197,Engine 51
218,fire,42.06214991355688,-71.40348315238953,King St Fire Station
219,fire,42.34780685215741,-71.08542374958928,Ladder 15
220,fire,42.383428937493164,-71.07188965507707,Boston Fire Engine 32/Ladder 9
221,fire,41.92678391933441,-71.3424950838089,South Attleboro Fire Station
222,fire,42.33137775015727,-71.11748363453752,Brookline Fire Station 1
223,fire,42.340025342529884,-71.54300582561788,Marlborough Central Fire Station
224,fire,42.54765877196681,-71.30821653804023,West Billerica Fire Station
225,fire,42.34003935553248,-71.06867571761978,Boston Fire Department Engine No. 3
226,fire,41.743614196777344,-70.66028594970703,Onset fire HQ
227,fire,41.2715548039973,-70.09167215563419,Nantucket Fire & Rescue
228,fire,42.19204064887585,-71.19546982682954,Norwood Fire
229,fire,42.33375337512303,-71.12118760133355,Brookline Fire/Police Headquarters
230,fire,42.63202478,-71.33374586,Lowell FD Engine 7
231,fire,42.37799039412498,-71.1881947111098,Watertown Station # 3
232,fire,42.33871314178984,-71.13347435992017,Brookline Fire Station 7
233,fire,42.34803216383332,-71.08501753382856,Boston Fire Engine 7 Ladder 17
234,fire,41.941251264217385,-71.28290011573915,Attleboro Fire Dept.
235,fire,41.75967390450688,-70.7173202844201,Wareham Fire Station
236,fire,42.54369174,-71.91250906,Westminster Fire Department
237,fire,42.23707951312872,-72.00640114133641,Spencer Fire Department
238,fire,41.79500948161379,-71.24512725824232,Rehoboth Fire Dept
239,fire,42.540459,-71.741028,North Station (Kendall Hall)
240,fire,42.34808921973644,-71.08600986018463,BFD Engine 33/Ladder 15
241,fire,41.909703612327576,-70.55114150047302,Plymouth Fire Station 5
242,fire,42.59812026518211,-71.74117086061057,Lunenburg Fire Rescue
243,fire,42.14712,-71.98873,Charlton Fire
244,fire,42.25407211881788,-70.96182864677353,germantown fire station engine 8
245,fire,42.15700999104315,-71.14867814939225,Canton Fire Dept.
246,fire,42.310648518051444,-71.11409089034501,"Engine 28, Tower Ladder 10, Division 2"
247,fire,42.58258354446257,-71.79307550136494,Fitchburg Fire Department- Central Headquarters
248,fire,42.056411,-71.108909,Easton Fire Department Station 1
249,fire,42.304709587174294,-73.2476681470871,Lee Audio N Security Co
250,fire,42.284216955517344,-71.15714921862065,E-30/L-25
251,fire,42.27737203999956,-71.80417206143717,Worcester Fire Department Leary Training Center
252,fire,42.463454599531275,-70.96502780914307,Lynn Fire Department headquarters
253,fire,42.330809222939116,-71.06957523093794,BFD Maintance
254,fire,42.538102,-71.484162,littleton fire department
255,fire,42.50645621900563,-71.19467502413768,Burlington Fire Department
256,fire,42.38390956562353,-71.18121534600112,Belmont Fire Headquarters
257,fire,42.43661942080461,-71.50550025765534,Stow Fire Station
258,fire,42.40528661859136,-71.10667322506048,Medford Fire Station
259,fire,42.30779829424983,-71.06155498426438,Boston Fire E17/ L7/ D7
260,fire,42.003665876521694,-70.75486738281035,Kingston Fire Department
261,fire,41.5310272,-70.65751591,Woods Hole Fire Station
262,fire,42.604502,-71.524169,Groton Fire Department Station #3
263,fire,42.236721780748276,-71.80124737916766,McKeon Road Fire Station (E15-L5)
264,fire,42.34097965437376,-71.23851064851345,Newton Fire Station
265,fire,41.98198603267508,-71.33046376022719,NAFD HQ
266,fire,41.945403869705686,-70.70076724511878,Plymouth Fire Station 2
267,fire,42.463129,-70.979473,Lynn Fire Dept Station 9
268,fire,42.314288,-71.215438,Newton Fire Station #7
269,fire,42.79816775676745,-70.86062520250361,Newbury Firefighters' Memorial Hall
270,fire,42.3478616093032,-71.08538339178891,Engine Company 33 / Ladder Company 15
271,fire,42.02830846356864,-70.6958999606104,Duxbury Fire Department
272,fire,42.19292925293714,-70.73972132385641,Scituate Fire Station 1
273,fire,42.46453969425393,-71.67358385547297,Lancaster fire dept
274,fire,42.67261077150155,-71.44538437097671,Mont Vernon Fire Station
275,fire,41.6515934,-70.24771679999999,Canco Fire Sprinkler Services
276,fire,41.7201178,-70.4889747,Pyrotech Consultants Inc
277,fire,42.1160902216586,-70.84534532249705,Hanover Fire Department HQ
278,fire,42.01924243333333,-70.85132768333334,Halifax Fire Department
279,fire,42.385103903632405,-71.41847096261125,Sudbury FD
280,fire,42.245812249252026,-71.36850597038926,Sherborn Fire And Rescue Department
281,fire,42.37106219140103,-71.07876756298867,Engine 3 Ladder 2
282,fire,42.04943277581798,-70.19376038842955,Provincetown Fire Department
283,fire,42.388181,-71.003968,Boston Fire Engine 56/Ladder 21
284,fire,42.45302411431152,-71.23268749424545,Lexington Fire Dept
285,fire,41.45271073138662,-70.61139350347445,Tisbury EMS & Fire building
286,fire,42.275666720916504,-71.74508831605259,Shrewsbury Fire- Station 2
287,fire,42.581890811078736,-71.43762275031253,Westford Fire - Central station
288,fire,42.30360452446264,-71.08462872693396,Engine 24 Quarters
289,fire,42.3740923940948,-70.97186362520316,Winthrop Fire Department - Beach Station
290,fire,42.08102472744661,-73.00369002035897,Tolland Fire Department
291,fire,42.02743748152152,-71.57982793750001,Millville Fire Department
292,fire,41.75667814054752,-70.09060807136115,Brewster Fire Department
293,fire,41.65938694239327,-70.35464203434752,Centerville Osterville Marstons Mills Fire Dept
294,fire,42.267765045166016,-70.95755767822266,Houghs Neck Fire Station Engine 6
295,fire,42.07513284651186,-71.62869668332492,Uxbridge Fire Department
296,fire,42.15634855233934,-72.53462170889442,Springfield Fire Academy
297,fire,42.37849495395408,-72.46928674653576,Pelham Fire Department
298,fire,41.70062455360129,-70.38083350574402,West Barnstable Fire Department
299,fire,42.551579774156735,-71.17049368516996,Wilmington Fire Dept
300,fire,42.19252149660622,-71.19557425334011,Town of Norwood Public Safety
301,fire,42.33483319749213,-71.03720891937841,BFD Ladder 19/Engine 2
302,fire,42.44337609891854,-73.23508255326564,Pittsfield Fire Engine Co #6
303,fire,42.367146868063976,-71.78130943010957,West Boylston Fire Dept
304,fire,42.34775437611478,-71.08577773727781,Ladder 33
305,fire,42.26024572598616,-71.79266429576433,Worcester Fire Franklin St. Station
306,fire,41.823428,-70.549945,Cedarville Fire Station
307,fire,42.20170504607843,-73.35595137685758,Great Barrington Fire Department
308,fire,42.34980756129505,-71.52072770051957,Marlborough Fire Department Station 3
309,fire,42.33157260276878,-71.0693895251249,Boston Fire Headquarters
310,fire,42.2911636656083,-71.04724350296986,Boston Fire Department Engine-16 D8
311,fire,41.903502981542324,-71.09217847774208,Central Fire Station
312,fire,42.5273810165786,-71.76069170236588,Leominster Fire Department
313,fire,42.37542094387789,-71.11475144926183,Cambridge Fire Headquarters
314,fire,42.58752732252531,-71.478623487761,Westford Fire Station 3
315,fire,42.24409988319777,-71.27991727651158,Dover Fire Department
316,fire,42.33974709266012,-71.05063280393527,Firehouse (D Street)
317,fire,42.32081118333333,-71.64344526666666,Northboro Fire Dept
318,fire,42.348989,-71.071477,"BFD Engine 7, Ladder 17, Dist 4"
319,fire,42.274146,-71.422788,German Linares Electrician
320,fire,41.75379663383608,-71.11360832405795,Fall River Fire Department
321,fire,42.45098508456124,-73.2563012886255,Pittsfield Fire Headquarters
322,fire,42.22599277489451,-72.05048818760795,East Brookfield Fire Dept
323,fire,42.36719365,-71.3001797,Weston Fire Department
324,fire,42.246283042414866,-71.17406180285606,Dedham Fire Headquarters
325,fire,42.423806174124394,-70.9322695522231,Nahant Fire Dept. E31/L31
326,fire,42.018292542348334,-71.01383650847595,West Bridgewater Fire Dept
327,fire,42.11759362447989,-72.20163499800934,Brimfield Fire/EMS
328,fire,42.25644362708137,-71.82427883148193,Worcester Fire Park Ave. Station
329,fire,42.34465936589042,-71.12179780783187,Brookline Fire Station 5
330,fire,42.35664000938621,-73.28450339942702,Lenox Fire Department
331,fire,42.361167669296265,-71.06543007,"Boston Fire Department Dist. 3, Ladder 24, Engine 3"
332,fire,42.08252583011293,-71.39907896518707,Franklin Fire Headquarters
333,fire,42.381008316666666,-71.64007945,Berlin Fire Department
334,fire,41.66765609998787,-70.15035685067588,Dennis Fire Department
335,fire,42.35450149402592,-71.05247253266162,City Of Boston Fire Department
336,fire,42.418762046579005,-71.68765077368725,Clinton Fire
337,fire,42.248348236083984,-71.15475463867188,"East Dedham Station, Engine 3, Ladder 2"
338,fire,42.628696,-72.518295,Gill Fire Department
339,fire,42.702927428647506,-71.1318689238832,North Andover Fire Department
340,fire,42.68899654815581,-72.04290739170283,Winchendon Fire
341,fire,42.02519227792035,-71.48822016136323,south fire station
342,fire,42.43818537128168,-71.0200178177896,Saugus Fire Engine 1
343,fire,42.57936080720225,-71.82256509180795,Fitchburg Fire - Oak Hill
344,fire,42.56034705068366,-71.5905350446701,Ayer Fire Department
345,fire,42.52604563003242,-71.10235678125329,Reading Fire Station 1
346,fire,41.58789158350415,-70.94395527475645,Dartmouth Fire District 1
347,fire,42.710013,-73.199306,Williamstown Fire Department
348,fire,42.2191280751358,-71.18615835061442,Westwood Fire Dept
349,fire,42.09204,-72.62142,Fire house station 4
350,fire,42.06064077,-71.73342939,Douglas Fire Dept
351,fire,42.42806963031832,-71.06438704302253,Malden Fire Dept
352,fire,42.13086040271222,-71.12140123991793,Stoughton Fire Rescue Station 2
353,fire,42.05513151411258,-71.86269479286157,Webster Fire Department Headquarters
354,fire,42.12548938066756,-71.1009639046464,Stoughton Fire station one
355,fire,42.495113,-71.22469,Burlington Fire Sub Station
356,fire,42.36324,-71.11002,Cambridge Fire Engine 6
357,fire,42.353819,-71.136169,Boston Fire Department Union Square Ladder 14
358,fire,41.83981400516658,-70.82666587624647,Middleboro South Station
359,fire,42.62449776505962,-73.1193809810941,adams fire depaartment
360,fire,42.31132042514517,-71.1638097410329,Brookline Fire Station 6
361,fire,42.50697884999516,-71.74990183611885,Leominster Fire South Station
362,fire,42.29759725518575,-71.71501388225742,Shrewsbury Fire Headquarters
363,fire,42.58962444667074,-72.3088230257932,Orange Fire Department
364,fire,42.374681245670914,-71.06028577451954,Boston Fire Engine 50
365,fire,42.339687039449245,-71.05068653231511,BFD Engine 39/Ladder 18
366,fire,42.598163623982956,-71.3526864543894,Chelmsford Fire Department
367,fire,42.419532,-71.077197,All-Tech Electric Inc
368,fire,42.331736,-71.069425,BFD Memorial Hall
369,fire,42.83449275489078,-71.00080032038584,Merrimac Police & Fire Station
370,fire,42.484543,-70.867591,Number One Security Company
371,fire,42.12542779625076,-71.04406546809543,Avon Police/Fire Dept.
372,fire,42.37470406,-71.23421524,Moody Street Dental on Elm Street
373,fire,42.33869931317082,-71.54369777556326,USA Auto Repair
374,fire,42.16724517340408,-71.35879082837904,Millis Police Station
375,grocery,41.61257522584862,-70.48806454491623,Roche Bros Mashpee
376,grocery,42.3484765348499,-71.08410179615021,Trader Joe's
377,grocery,42.318557689696554,-71.17531366310648,Wegmans
378,grocery,42.01536460284836,-71.03274364036122,Market Basket
379,grocery,42.291100030604426,-71.6712142047134,Wegmans
380,grocery,42.487212627341044,-71.22578434478963,Wegmans
381,grocery,42.36119491911849,-71.11401233784142,Whole Foods Market
382,grocery,42.3617322300514,-71.0658743599199,Whole Foods Market
383,grocery,42.425236525874475,-71.18837589472777,Trader Joe's
384,grocery,42.249938355464,-70.92105792659659,The Fresh Market
385,grocery,41.66633936483253,-70.29190402130085,Trader Joe's
386,grocery,42.14452168675144,-70.84384324187074,Trader Joe's
387,grocery,42.34762291927308,-72.64324238514288,River Valley Market
388,grocery,41.62778344147789,-70.38088010678315,Fancy's Market
389,grocery,42.66117864117762,-71.14476893602662,Whole Foods Market
390,grocery,42.36287041143274,-71.05173809712694,Golden Goose Market
391,grocery,42.36639538445411,-71.21037365735565,Russo's
392,grocery,42.358130669206766,-71.11501157283783,Trader Joe's
393,grocery,41.87827726044495,-70.60051094669655,The Market at Pinehills
394,grocery,42.41779065523793,-71.23186734536124,Wagon Wheel
395,grocery,42.345303933303185,-71.06306112744167,Whole Foods Market
396,grocery,42.427373449597475,-71.20668091472457,Wilson Farm
397,grocery,42.302122002109755,-71.38561629643041,Wegmans
398,grocery,42.17904587067512,-70.90813015264736,Whole Foods Market
399,grocery,42.298944407163816,-71.42491422942868,Trader Joe's
400,grocery,42.232598570610094,-71.17781845831739,Whole Foods Market
401,grocery,42.395542295748776,-71.08240538828657,Trader Joe's
402,grocery,42.34211574757216,-71.12089984301193,Trader Joe's
403,grocery,42.34085651293667,-71.07053164676688,Foodie's Urban Market
404,grocery,42.086937726698125,-71.26965727784653,Trader Joe's
405,grocery,42.27547123471909,-71.75078955236377,Trader Joe's
406,grocery,41.9948525608528,-70.97235693159769,Roche Bros.
407,grocery,42.3633439875157,-71.12994385534071,Trader Joe's
408,grocery,42.46481190249495,-71.06226369200043,Whole Foods Market
409,grocery,42.482845602905556,-71.41483537776254,Trader Joe's
410,grocery,42.29276402618242,-71.23483314105442,Trader Joe's
411,grocery,42.357875328897585,-72.5495029819647,Trader Joe's
412,grocery,42.5144224656762,-71.03206340823202,Whole Foods Market
413,grocery,41.6362347,-70.9610719,Shaw's
414,grocery,42.345753838458734,-71.12757606506032,The Butcherie
415,grocery,42.483820531225696,-71.01821614213671,Trader Joe's
416,grocery,42.46048066627846,-71.16363386226422,Whole Foods Market
417,grocery,42.349736772717904,-71.21948666799855,Trader Joe's
418,grocery,41.671569371341654,-71.15616966019759,Market Basket
419,grocery,41.8990435712563,-71.35294395969566,Market Basket
420,grocery,42.34370323368195,-71.08701634951515,Whole Foods Market
421,grocery,42.35332709912066,-72.55566534054576,Whole Foods Market
422,grocery,42.206522862339355,-71.15429679152368,Wegmans
423,grocery,42.54929531618715,-70.95681214348106,Trader Joe's
424,grocery,42.47329533978956,-71.21148807741555,Trader Joe's
425,grocery,42.24898353399687,-70.92356869658951,Trader Joe's
426,grocery,42.567996754338566,-71.42072557214095,Whole Foods Market
427,grocery,42.34284140327906,-71.14053133332975,Whole Foods Market
428,grocery,42.35414842233056,-71.19991373024193,Whole Foods Market
429,grocery,42.1718983683821,-70.9537760132427,Whole Foods Market
430,grocery,42.39005559077854,-71.14351819688,Trader Joe's
431,grocery,42.317345416147404,-71.36245970110384,Donelan's Market
432,grocery,42.466586224171266,-73.19621359899193,market 32
433,grocery,41.672610174469234,-70.30200224850887,Whole Foods Market
434,grocery,42.29861153815212,-71.42125438028484,Whole Foods Market
435,grocery,42.36145260791254,-71.4317920104624,Whole Foods Market
